t,x_exp,y_exp,x_pred,y_pred
6.036024016010674,74.283936,54.40678,59.7014179088078,45.81950476758824
6.072048032021348,60.256474,46.311462,59.73419780327241,45.83459711733216
6.108072048032021,82.13437,57.717567,59.76704032478614,45.849572267754056
6.144096064042695,101.03639,67.84934,59.799945444204766,45.86443027339398
6.180120080053369,69.284134,48.406086,59.83291312498521,45.87917120263812
6.216144096064043,77.81013,57.588833,59.8659433231784,45.89379513773211
6.252168112074717,91.29688,63.03135,59.89903598742301,45.90830217479275
6.28819212808539,107.66841,65.91405,59.93219105894009,45.922692423818106
6.324216144096064,76.40689,56.871525,59.965408471528505,45.93696600869599
6.360240160106738,72.313515,51.168285,59.99868815156127,45.95112306721082
6.396264176117412,100.56871,68.07376,60.032030017982756,45.96516375104891
6.432288192128086,85.40742,57.31956,60.06543398230674,45.979088225802016
6.468312208138759,65.73637,47.454475,60.09889994861539,45.99289667096939
6.504336224149433,78.559,57.776672,60.132427813558984,46.00658927995811
6.540360240160107,102.01643,67.376236,60.166017466356664,46.02016626008182
6.576384256170781,92.44081,67.234024,60.19966878879797,46.033627832557826
6.6124082721814545,102.319664,67.23141,60.23338165524526,46.046974232502514
6.648432288192128,73.051186,52.32614,60.26715593263701,46.060205708925224
6.684456304202802,70.23932,48.974834,60.30099148049202,46.073322524720375
6.7204803202134755,88.56056,57.891556,60.334888150914466,46.08632495665801
6.7565043362241495,91.96877,65.819046,60.36884578859981,46.09921329537269
6.792528352234823,86.83264,57.347816,60.40286423084168,46.111987845350725
6.8285523682454965,92.62934,67.65634,60.436943307539494,46.124648924915746
6.8645763842561704,104.750336,66.19454,60.47108284120712,46.137196866212676
6.900600400266844,73.5264,53.136063,60.505282646982266,46.149632015190036
6.936624416277518,93.27278,68.66579,60.53954253263686,46.16195473158056
6.972648432288192,71.30269,49.905098,60.57386229858827,46.174165388880176
7.008672448298865,64.975815,47.35335,60.6082417379114,46.18626437432544
7.044696464309539,89.05592,58.24083,60.642680636351685,46.19825208886914
7.080720480320213,100.71979,68.00157,60.677178772338934,46.210128947154374
7.116744496330887,106.31808,65.80417,60.711735917002116,46.22189537748701
7.152768512341561,108.06331,66.10597,60.746351834184956,46.233551821806344
7.188792528352234,67.84049,47.865753,60.781026280462456,46.24509873565427
7.224816544362908,82.02788,57.731422,60.81575900515827,46.256536588142744
7.260840560373582,98.86425,68.84363,60.850549750363,46.26786586191957
7.296864576384256,72.67582,51.715893,60.88539825095331,46.27908705313257
7.33288859239493,97.88674,69.218376,60.920304234611955,46.29020067139217
7.368912608405603,88.70565,57.981354,60.955267421848674,46.30120723973226
7.404936624416278,70.66043,49.300117,60.99028752602199,46.31210729456941
7.440960640426951,95.17704,69.66583,61.0253642533618,46.322901385660565
7.476984656437625,90.98131,61.803932,61.060497302992964,46.333590076059004
7.513008672448299,74.11193,54.128273,61.095686366959626,46.344173942068686
7.549032688458972,67.423485,47.758686,61.1309311302505,46.35465357319697
7.585056704469647,75.07062,55.54406,61.16623127082504,46.3650295721058
7.62108072048032,93.32456,68.72479,61.20158645964033,46.37530255456108
7.657104736490994,92.49515,67.36309,61.23699636067906,46.38547314938064
7.693128752501668,109.09305,67.57011,61.27246063097813,46.395541998380416
7.729152768512341,74.6767,55.005707,61.30797892065833,46.40550975631919
7.765176784523016,84.74091,57.372154,61.34355087295471,46.415377090841524
7.801200800533689,83.09207,57.584,61.37917612424789,46.42514468241926
7.837224816544363,78.128586,57.682087,61.41485430409623,46.43481322429137
7.873248832555037,65.000305,47.356487,61.450585035268794,46.444383422402154
7.909272848565711,92.592575,67.57944,61.48636793377922,46.45385599533797
7.945296864576385,94.47159,69.50913,61.52220260892039,46.46323167426224
7.981320880587058,84.89339,57.357613,61.55808866329998,46.472511202849
8.01734489659773,92.58727,67.568146,61.59402569287686,46.481695337214816
8.053368912608406,89.3978,58.564568,61.63001328699824,46.490784845849134
8.089392928619079,85.80336,57.30451,61.66605102843778,46.4997805095431
8.125416944629754,109.05394,67.45857,61.70213849343443,46.50868312131679
8.161440960640427,72.61481,51.620525,61.738275251732155,46.5174934863449
8.197464976651101,84.3335,57.416786,61.77446086662045,46.52621242188093
8.233488992661774,91.34593,63.23906,61.81069489497571,46.534840757179765
8.269513008672448,91.305405,63.06719,61.84697688730337,46.543379333418805
8.305537024683122,62.731583,47.02679,61.883306387780905,46.55182900361749
8.341561040693795,84.717255,57.374527,61.91968293430162,46.56019063255539
8.377585056704469,108.320114,66.29982,61.95610605851923,46.568465096688705
8.413609072715143,93.38754,68.792984,61.99257528589328,46.57665328406536
8.449633088725816,87.94448,57.602074,62.02909013573532,46.58475609423851
8.485657104736491,74.52983,54.788445,62.06565012125591,46.592774438178616
8.521681120747164,98.66312,68.92605,62.102254749612406,46.60070923818405
8.55770513675784,73.594505,53.253242,62.138903521957474,46.60856142779023
8.593729152768512,84.93126,57.354206,62.17559593348849,46.6163319516772
8.629753168779185,67.8154,47.858814,62.21233147349764,46.62402176557595
8.66577718478986,73.32133,52.783768,62.24910962542282,46.631631836173085
8.701801200800533,70.60834,49.25702,62.28592986689924,46.6391631410142
8.737825216811206,84.30343,57.420364,62.32279166981192,46.64661666840579
8.773849232821881,89.181885,58.35109,62.35969450034881,46.653993417315725
8.809873248832556,71.52109,50.144382,62.396637819054746,46.66129439727234
8.845897264843229,102.03093,67.36928,62.433621080886084,46.66852062826213
8.881921280853902,92.67618,67.75073,62.47064373526615,46.67567314062603
8.917945296864577,96.70082,69.55569,62.50770522614139,46.68275297495439
8.95396931287525,63.39724,47.13958,62.54480499203819,46.68976118198046
8.989993328885923,73.5922,53.24928,62.58194246612055,46.69669882247265
9.026017344896598,87.72062,57.527298,62.619117076248386,46.7035669671254
9.062041360907271,91.83847,65.328674,62.65632824503652,46.71036669644864
9.098065376917944,100.10727,68.291534,62.69357538991447,46.71709910065604
9.134089392928619,72.33709,51.20249,62.73085792318689,46.72376527955192
9.170113408939294,71.38096,49.98879,62.76817525209467,46.73036634241675
9.206137424949967,79.996185,57.89074,62.80552677887682,46.736903407891546
9.24216144096064,66.2157,47.525764,62.84291190083291,46.743377603860814
9.278185456971315,94.11699,69.35312,62.88033001038634,46.74979006733436
9.314209472981988,106.67454,65.77663,62.91778049514811,46.75614194432775
9.35023348899266,65.80095,47.463623,62.95526273798141,46.76243438974158
9.386257505003336,104.915665,66.138336,62.99277611706677,46.768668567239516
9.422281521014009,68.09816,47.941082,63.03032000596787,46.77484564912506
9.458305537024682,76.40583,56.87075,63.067893773698074,46.78096681621722
9.494329553035357,97.43371,69.365585,63.10549678478746,46.78703325772484
9.530353569046031,91.13893,62.39004,63.14312839935062,46.79304617111993
9.566377585056705,64.61357,47.307106,63.18078797315499,46.79900676200964
9.602401601067378,75.18191,55.68387,63.21847485768986,46.80491624400721
9.638425617078052,79.86053,57.89057,63.25618840023593,46.81077583860177
9.674449633088726,106.91785,65.777115,63.29392794393551,46.816586775026956
9.710473649099399,80.97552,57.84513,63.331692827863314,46.82235029012843
9.746497665110073,75.69756,56.260036,63.36948238709785,46.82806762823038
9.782521681120746,104.00347,66.47797,63.407295952793305,46.83374004100079
9.818545697131421,85.33286,57.3239,63.44513285225216,46.83936878731576
9.854569713142094,62.00487,46.874073,63.482992408998165,46.844955133122774
9.89059372915277,60.975353,46.582985,63.52087394285011,46.85050035130281
9.926617745163442,64.781975,47.3286,63.558776769995916,46.85600572153154
9.962641761174115,68.08688,47.937626,63.596700203067414,46.86147253013944
9.99866577718479,67.83224,47.863464,63.6346435512156,46.86690206997099
10.034689793195463,105.982315,65.85555,63.67260612018646,46.87229564024281
10.070713809206136,73.884186,53.748222,63.710587212397215,46.87765454640083
10.106737825216811,86.084404,57.303146,63.74858612701318,46.88298009997657
10.142761841227486,74.4463,54.66118,63.786602160025105,46.888273618442454
